be.orangegivree	
be.parvamundi	
be.pipa.www	
be.remybarth.www	
be.sanabel.www	{ara=49, fra=2, spa=2, deu=15, nld=1, ita=5, eng=6}
be.stephane-goosse	
be.stephanie-gersdorff	
be.tanaisverbist	
be.terradialoog	
be.testamentdespoetes.ar	
be.thematique	
be.thijsschepens	
be.trobken.www	{zho=1, zul=1, tur=1, ara=899, rus=1, fra=2, eng=828}
be.viridea	
be.zawana	
berlin.hassco	
berlin.torath	
best.afdal.www	
best.bein-match.www	
best.chrok.m	
best.fjp	
best.nag.www	
best.talqah.ww1	
bh.bdf.www	{dan=9, ara=1064, cym=1, ita=1, eng=1022}
bh.bfa	
bh.bse	{ara=200, eng=108}
bh.kfh.www	
bh.lmra.blog	
bh.polytechnic.www	{ara=230, lat=1, eng=547}
bh.propertyfinder.www	{ara=302, por=1, msa=18, eng=555}
bh.sephora.www	
bh.shura	{ara=17, eng=1}
bh.shura.www	
biz.3isk	
biz.3orod.www	
biz.all.dz	
biz.all.eg	
biz.all.welcome	
biz.apartmaji.www	
biz.auxelftg.www	
biz.beinmatch	
biz.cerest.www	
biz.coolpage.alaamiahclean	
biz.gostart	
biz.gostart	{dan=1, tur=52, ces=10, rus=3, ara=158, por=1, glg=2, fra=66, spa=24, ukr=1, eng=500}
biz.home-cooking	{est=1, run=1, pus=2, nor=1, dan=1, tur=2, ara=525, slk=1, aar=1, fra=2, nya=1, ind=1, eng=520}
biz.hwerat.www	
biz.mec.my	
biz.mec.my	{ara=806, eng=806}
biz.name-generator	{zul=26, ara=186, eng=186}
biz.poetrybook.alef	
biz.poetrybook.alef	{eng=2}
biz.q8cars	
biz.specind.www	
blog.elmanaresslimi	
blog.finance.altmwyl	
blog.hussam.www	{ara=187, eng=137}
blog.kitabat	{dan=1, ara=214, heb=1, oci=1, bos=1, eng=6}
blog.manalsbites.www	{ara=146, eng=146}
blog.shazlys	
blog.shazlys	{ara=189, jpn=1, eng=189}
blog.sufism247	
blog.youdo	
blog.zahya12	
brescia.it.provincia.opac	
business.yalla	{ara=900, eng=24}
bz.scm	{tur=9, ara=1140, fra=9, eng=1139}
ca.aicp.www	{ara=160, fra=149, bos=9, eng=168}
ca.alakhbar.www	{ara=27, eng=3}
ca.alforqannewspaper.www	
ca.amwaj.www	
ca.arabcalgary	
ca.canadanews24	
ca.canadiandays	{ara=322, pus=1, eng=322}
ca.casthashtag	
ca.good-news.www	{ara=220, eng=15}
ca.halacanada.www	
ca.ishtarhouse	{ara=103, msa=1, eng=111}
ca.mar7ba	{ara=302, fra=1, eng=301}
ca.meradio	
ca.rcinet.www	{zho=125, swe=1, ipk=22, spa=376, fin=4, kor=1, nor=1, ara=291, rus=1, por=1, iku=1, fra=4012, kal=7, tgl=3, slv=9, lat=1, eng=7222}
ca.waterlootimes	
cam.3ask.www	
cam.3sk	{dan=2, ara=1140}
cam.anime4up	
cam.cimclub.d	
cam.daktna.e	
cam.daktna.u	{tur=2, ara=69, eng=64}
cam.daktna.z	{ara=21, eng=14}
cam.egy-best.w	
cam.elcinema.ar	
cam.esheek	{tur=49, ara=998}
cam.gateanime.b	
cam.gateanime.c	
cam.kora-online.www	
cam.mycima4u	
cam.myseries.c	
cam.nasmat.w	
cam.qask.www	
cam.qissat	
cam.seriestime.ba	
cam.seriestime.g	
cam.seriestime.vv	
cam.seriestime.y	
cam.shooftime.r	{tur=9, tgl=1, ara=120, eng=18}
cam.topcinema.web	
cam.yalla-shoot.www	
care.arabwoman	{eng=45}
care.fakeeh.dsfhjeddah	{ara=459, eng=456}
care.fuh.ar	
cc.absba	{dan=1, ces=5, ara=694, slk=1, spa=1, nya=1, msa=2, lat=1, eng=175}
cc.addanime	
cc.alfaris	{ara=37, eng=21}
cc.alnoor	
cc.arwa	
cc.auto-works	
cc.auto-works	{ara=67, eng=26}
cc.babyy	
cc.badil.www	
cc.badil.www	{eng=1}
cc.beautyy	
cc.cash-cars.www	
cc.ccute	
cc.christiandogma	
cc.cocoshare	
cc.cofee	
cc.cofee	{eng=59}
cc.creaton.www	
cc.ddreams	
cc.ggirls	
cc.good-morning	
cc.hair-care	
cc.hayah	
cc.hayah.www	
cc.hulul	{zho=1, eng=6}
cc.islamarchive	
cc.knoww	
cc.kuttab	
cc.likco	
cc.na3em	
cc.na3em	{ara=50, eng=26}
cc.nafsany.www	
cc.neswan	
cc.nicee	
cc.nnew	
cc.postt	
cc.powernews	{ara=820, msa=1, eng=661}
cc.quotess	
cc.rmze	
cc.ruyaa	{tur=17, ara=129, eng=75}
cc.shahed	
cc.statt	
cc.w6n	{ara=1575, por=1, msa=1, pol=1, xho=1, eng=106}
cc.wata	
cc.wata.maslak	{dan=3, ara=1114, fra=3, spa=1, eng=786}
cc.wata.www	
cc.waw.www	{dan=1, ces=1, ara=355, nau=1, snd=1, lat=1, eng=92}
center.dawa	{zho=1, heb=1, ben=1, bis=1, kor=2, dan=1, som=1, tur=5, vie=1, fra=5, deu=3, ita=4, sot=1, fas=2, ven=1, jav=2, tam=1, nau=1, ell=1, kha=1, spa=3, khm=1, mlt=1, mya=2, amh=1, guj=1, bos=1, kur=1, sqi=2, pol=4, aze=3, sun=1, ces=1, ron=2, ara=1338, kin=1, uig=5, por=3, kir=7, tgl=7, uzb=10, ind=2, eng=78, san=1, kaz=11, mri=2, ori=1, nld=1, war=2, tha=2, srp=1, zha=1, msa=4}
center.ibnidress.www	
center.it-solutions	{dan=3, ces=1, ara=991, ind=1, eng=248}
center.lamar	{ara=286}
ch.almaaref	{ara=600, eng=244}
ch.eidghornusserfest2021	
ch.i-need	{eus=1, spa=326, cos=1, war=59, roh=2, nno=5, dan=83, nor=2, ara=327, fra=342, deu=1317, ita=335, eng=789}
ch.jusoor	{eng=18}
ch.max-te	
ch.max-te	{ara=195, lat=1, eng=115}
ch.orientfood.www	
ch.swissinfo.www	{swe=1, zho=2207, isl=1, cos=14, sqi=1, roh=452, nor=1, dan=177, ara=3366, rus=1692, kin=1, por=2327, fra=4117, deu=4509, ita=4175, hat=1, ukr=26, ina=2, ind=2, lat=1, eng=14896, grn=5, glg=14, spa=3222, jpn=1362, war=3, nno=10, srp=5, bul=1, msa=2, xho=1, lug=1}
ch.unog.bwc-ecbm	
church.academy.www	
church.iraqiarmenian	
city.technical	{zho=132, hun=1, pol=159, hin=159, kor=149, dan=2, tur=87, ces=27, zul=3, rus=143, kin=1, ara=178, por=114, vie=159, fra=160, deu=128, ita=135, ind=131, lat=84, eng=2319, glg=1, crs=1, epo=1, spa=151, tat=1, jpn=265, tha=146, cym=1, xho=2, lug=1}
click.arlionztv	
click.fasele3lany	
click.ktabpdf.link	
click.trexma	
cloud.iegybest	
club.3sktvchannel.ww3	{ceb=1, glg=6, isl=2, tat=1, tuk=5, aze=2, sun=1, nno=2, tur=152, ces=1, nor=1, som=1, kin=1, ara=707, aar=1, slk=100, tgl=1, msa=2, uzb=2, ind=4, eng=10}
club.algeria58	
club.alshams.www	{ara=297}
club.ar-mtl	
club.astroom	
club.beautytube	
club.bibliojuriste.www	{ara=155, fra=4, eng=1}
club.brcone	
club.choufnews360.www	
club.cimalek	
club.egyptfans	{ara=885, eng=16}
club.elwasta.www	
club.eshk	{ara=211, eng=31}
club.faselhd.www	
club.gamesme	
club.gis.www	{ara=886, ile=1, xho=2, eng=774}
club.hamzafa.www	
club.ibest.www	
club.jrose7.www	{zul=1, ces=1, ara=218, por=1, bre=1, xho=1, lat=2, eng=209}
club.localjobs.1	
club.mawaly	
club.misaha.www	{ara=206, aar=13, fra=166, spa=2, nld=1, eng=160}
club.mosalah.www	
club.motorone.www	
club.nghmaty.ny	
club.pubgmobile9.www	{nor=1, ara=423, jpn=1, eng=52}
club.rewayat	{nor=1, glv=1, tur=1, ara=1208, kin=1, por=1, fra=1, cym=1, cat=1, ind=4, eng=18}
club.syrian-lawyer.www	{ara=725, eng=716}
club.tvar	
club.tvar	{eng=1}
club.wazefa	
club.winch	{ara=114, eng=110}
club.winchcars	
cn.asia2tv	
cn.cri.arabic	
cn.google.android.source	{zho=2350, heb=332, ben=612, pol=416, hin=477, tsn=1, kor=794, tur=560, ces=5, zul=1, dan=23, ara=745, rus=1029, por=1014, aar=1, vie=195, fra=444, wol=2, deu=286, ita=648, cat=1, fas=340, ind=658, lat=2, eng=12064, ile=2, glg=2, spa=865, crs=3, tat=220, nld=5, jpn=2093, tha=356, nno=1, srp=19, slk=3, xho=2}
cn.google.developers	{zho=2973, heb=839, ben=734, pol=875, hin=948, kor=1192, tur=905, ces=6, zul=1, nor=4, ron=7, dan=33, rus=961, kin=8, ara=1716, por=1042, vol=1, vie=623, fra=795, deu=678, ita=856, cat=1, fas=601, ukr=38, ind=833, lat=22, eng=22553, grn=6, glg=28, spa=1009, tat=1, nld=2, jpn=2125, tha=896, afr=2, fry=10, nno=5, srp=26, slk=1, msa=2, asm=10, xho=47}
cn.news.arabic	{zho=3, dan=935, ara=2396, pus=5, eng=615}
co.123news	{eng=6}
co.3atir	
co.3axis.ar	
co.3rbsoft	{zho=1, nor=1, ces=2, ara=301, grn=2, lat=1, eng=48}
co.7obtv	
co.adamstore	
co.adamstore	{eng=190}
co.akhbrna.www	
co.al-dawaa	
co.al-mostafa	{ara=285, fas=7, bos=2, eng=78}
co.alalamelyoum	
co.alalamelyoum	{ces=2, ara=1190, slk=1, ind=1, eng=215}
co.alapn.www	
co.alhiyan	
co.alkhbr.www	{ara=134, eng=1}
co.all-best	
co.all-images	
co.alnasr	
co.alnourhd.www	{ara=44}
co.alwankw	
co.ammanjo.www	{ara=1596, eng=24}
co.anime-time	
co.arabfun.www	{zho=1, ara=216, sco=1, eng=69}
co.arabi21	
co.art-of-chocolate	
co.asia2tv	
co.asia2tv	{ara=1, eng=1}
co.asiadtv	
co.beauty-expert.www	
co.beuti	
co.bookandcource	
co.bramjfree	{eng=17}
co.carizmaapp.holyquran	
co.casapress	
co.convertio	{zho=1552, bos=5, run=12, tuk=2, pol=1492, bis=37, kor=3606, dan=24, tur=1436, nor=20, ara=1585, rus=1485, kin=6, por=1432, aar=3, vie=1600, oci=16, smo=4, fra=1526, deu=1480, cat=14, ita=1476, sot=2, gla=6, jav=1, sco=2, ind=1818, lat=27, eng=21847, spa=1490, kha=2, nld=1400, jpn=1464, tha=1491, afr=1, nno=5, srp=12, slk=28, msa=14, xho=14}
co.daebak	
co.daebak	{eng=1, kor=1}
co.dbse	
co.dlgames.links	{ara=90}
